id,created_at,content,replies_count,reblogs_count,favourites_count,media_links,post_id,actual_return_before,actual_return_after,actual_volatility_before,actual_volatility_after,actual_return_change,actual_volatility_change,actual_price_change_10m,actual_price_change_1h,actual_price_change_1d,llm_sentiment_score,gpt4_return,gpt4_volatility,llm_cryptorelated,llm_emotiontype,llm_emotionlevel,llm_geopolitical,llm_economyimpact,llm_btcprice,llm_expectation
270,2025-10-10 14:57:52.308+00,"Some very strange things are happening in China! They are becoming very hostile, and sending letters to Countries throughout the World, that they want to impose Export Controls on each and every element of production having to do with Rare Earths, and virtually anything else they can think of, even if it’s not manufactured in China. Nobody has ever seen anything like this but, essentially, it would “clog” the Markets, and make life difficult for virtually every Country in the World, especially for China. We have been contacted by other Countries who are extremely angry at this great Trade hostility, which came out of nowhere. Our relationship with China over the past six months has been a very good one, thereby making this move on Trade an even more surprising one. I have always felt that they’ve been lying in wait, and now, as usual, I have been proven right! There is no way that China should be allowed to hold the World “captive,” but that seems to have been their plan for quite some time, starting with the “Magnets” and, other Elements that they have quietly amassed into somewhat of a Monopoly position, a rather sinister and hostile move, to say the least. But the U.S. has Monopoly positions also, much stronger and more far reaching than China’s. I have just not chosen to use them, there was never a reason for me to do so — UNTIL NOW! The letter they sent is many pages long, and details, with great specificity, each and every Element that they want to withhold from other Nations. Things that were routine are no longer routine at all. I have not spoken to President Xi because there was no reason to do so. This was a real surprise, not only to me, but to all the Leaders of the Free World. I was to meet President Xi in two weeks, at APEC, in South Korea, but now there seems to be no reason to do so. The Chinese letters were especially inappropriate in that this was the Day that, after three thousand years of bedlam and fighting, there is PEACE IN THE MIDDLE EAST. I wonder if that timing was coincidental? Dependent on what China says about the hostile “order” that they have just put out, I will be forced, as President of the United States of America, to financially counter their move. For every Element that they have been able to monopolize, we have two. I never thought it would come to this but perhaps, as with all things, the time has come. Ultimately, though potentially painful, it will be a very good thing, in the end, for the U.S.A. One of the Policies that we are calculating at this moment is a massive increase of Tariffs on Chinese products coming into the United States of America. There are many other countermeasures that are, likewise, under serious consideration. Thank you for your attention to this matter! DONALD J. TRUMP, PRESIDENT OF THE UNITED STATES OF AMERICA",4660,10954,39666,[],115350455734003647,-0.00462416545670809467,-0.07561216684028665604,0.016575270260069588553786,0.076477767326415811877370,-0.00810261290752509542,0.002037800542220536814,-0.00313730627202082385,-0.01544143577655264947,-7.28242736704164910900,3.0,-0.6,0.9,1,3,8,10,9,4,3
282,2025-10-10 03:25:13.885+00,Christopher Wray is another “beauty.” https://justthenews.com/government/federal-agencies/trump-thanks-fbi-agents-who-blew-whistle-bias-witnessed-under-wrays,578,3973,15506,[],115347732161219225,-0.00470002422231739792,-0.08024336521384877084,0.017701246870361141383451,0.075500014457794616857178,-0.00189452895139088986,-0.000169326441404687351,0.00095380001323028866,-0.00113792015743219704,-7.71082806860934425800,5.0,-0.3,0.6,0,3,5,6,2,1,4
284,2025-10-10 02:15:14.055+00,Thank you Washington Post. Wow!!! https://www.washingtonpost.com/opinions/2025/10/09/gaza-ceasefire-deal-trump-nobel-prize/,1643,4532,19374,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/347/456/184/095/439/original/1c69c70b9e6a595b.jpg""]",115347456920917051,-0.00872076948581457590,-0.07886129682794477111,0.017865705499906254480378,0.075136837670107916103784,0.00333166729447337239,-0.00071141129977394551220,0.00032369225237439607,-0.00075987271678412366,-7.58318993972726556700,5.0,0.2,0.4,0,5,6,8,5,2,4
286,2025-10-10 01:32:47.185+00,Thank you!!! https://www.newsmax.com/politics/rjc-nobel-peace-prize-trump/2025/10/09/id/1229677/,921,3819,15457,[],115347290009466197,-0.00543381536219167712,-0.08801237136114582175,0.017907541288179161218974,0.074840933407530634332403,-0.00475518901059977974,0.000444556695534202637693,-0.00178617760947460728,-0.00485085901398135163,-8.42504524151249519700,5.0,0.1,0.3,0,1,4,6,2,0,7
300,2025-10-09 16:01:00.781+00,"Tariffs are only good if you want your Country to be Rich, Influential, and Powerful. If you want your Country to be a Third World Country, you should Vote against Tariffs!",707,4230,18014,[],115345041705180674,-0.00647859198033513464,-0.02046060821595376979,0.017770100744603548193273,0.019036002564533728789104,-0.00856925641130711392,-0.000141507308980082388,0.00011613388085224300,-0.01117753573465889155,-2.02527102919592577000,5.0,0.2,0.4,0,3,6,7,7,2,6
304,2025-10-09 15:59:47.615+00,"RT @mrddmiaCongratulations to @AGPamBondi, U.S. Attorney Jason Reding Quiñones, and the Southern District of Florida prosecution team for winning the criminal trial against Ryan Routh for the attempted assassination of President Trump.And thank you to U.S. District Judge Aileen Cannon for running a fair trial.",0,0,1,[],115345036909925262,-0.00856907892734351375,-0.01772286369349857110,0.017760924516386986996777,0.019034032099654625445648,-0.00963251401159554976,0.000079102683036526586,0.00061751354592440234,-0.01095667631939144416,-1.75667374401079546700,5.0,0.0,0.1,0,1,3,7,2,1,8
305,2025-10-09 15:59:19.791+00,"Gary Player: ""The President's speech at the United Nations is without a question one of the greatest speeches I've ever heard, and two of my friends who are not Trump fans are now his big, big fans.""",283,3132,14057,[],115345035086352570,-0.00856907892734351375,-0.01772286369349857110,0.017760924516386986996777,0.019034032099654625445648,-0.00963251401159554976,0.000079102683036526586,0.00061751354592440234,-0.01095667631939144416,-1.75667374401079546700,5.0,0.1,0.3,0,1,4,7,3,1,7
306,2025-10-09 15:43:34.421+00,"To all the FBI Agents who were forced by Christopher Wray to go to the Capitol on the afternoon of January 6th, and then risked their careers to blow the whistle about the Political Bias and Abuses they witnessed, I want to thank you for your Courage, and assure you that you now work for a Director, Kash Patel, and an Attorney General, Pam Bondi, who are stamping out Political Bias from the Bureau and DOJ, and making sure Agents pursue criminals without regard to their political stripe, just the evidence. Keep up the good work!",1670,9718,41314,[],115344973130792718,-0.01257147464704738515,-0.01203043731176223776,0.017802172176061409864352,0.018818635613441562286039,0.00532149864124532565,0.00034486368002937100533,0.00256821192052980132,0.00021084437086092715,-1.19583609271523178800,5.0,0.2,0.6,0,1,6,7,2,0,5
308,2025-10-09 15:42:41.289+00,"Dr. Ben Carson will be an incredible National Nutrition Advisor for the United States Department of Agriculture. I will soon be awarding Dr. Carson the Presidential Medal of Freedom. He is a true American Patriot who cares deeply for the people of our Country, and never stops working to protect and strengthen Life, Liberty, and the Pursuit of Happiness, for all. Congratulations Ben!",432,3921,16408,[],115344969648448054,-0.01255205963845402697,-0.01436355507948357868,0.017803380229679699562112,0.018732353537053050085753,0.00414293805332106639,0.00024042514329263208728,0.00115832099464869103,-0.00162997216174334052,-1.42608913487295739500,5.0,0.0,0.1,0,1,6,3,1,0,8
309,2025-10-09 14:34:42.575+00,“PRESIDENT TRUMP HAS MADE HISTORY”,952,4471,16773,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/344/701/797/090/036/original/4865af31ecf62eb8.mp4""]",115344702341451680,-0.00747415168443016706,-0.00031467662913806019,0.017480190888373823212017,0.016572704606741972934416,0.00962508609001111177,0.0018467222016546637890,-0.00170147253231945799,-0.00469701580865468257,-0.03146271236404745500,5.0,0.1,0.3,0,5,6,7,4,2,5
310,2025-10-09 11:50:29.699+00,Thank you to Eylon Levy for your words of Wisdom on FoxNews this morning. A great day in the Middle East!,741,3354,17938,[],115344056627930464,-0.00123456896288506243,-0.00997378205236628255,0.017478709342751744481650,0.016994124460712457148631,0.00108468880662457512,-0.000189827032327361958,0.00016207612590960031,0.00592983497162771448,-0.99242088358623537700,5.0,0.2,0.4,0,1,4,6,3,1,7
311,2025-10-09 11:43:35.164+00,"United States Ambassador Mike Huckabee is AMAZING! He worked so hard, and did so much, to bring about Peace in the Middle East. He has very quickly become a Great Man. Thank you Mike!",807,4933,23803,[],115344029460933968,-0.00060521280123469533,-0.01048435368946864958,0.017464425247259340557041,0.017007197914234106612453,0.00153810530849596073,-0.000695646579027673210,-0.00035020956390481791,0.00618456573281249466,-1.04295844272123497800,5.0,0.1,0.3,0,1,7,8,4,1,7
312,2025-10-09 11:36:14.116+00,"I would like to thank Republican Congressman Brian Mast, of Florida, for his brilliant words and analysis on the return of the Hostages, and Peace in the Middle East, this morning on Fox &amp; Friends. Thank you Brian!!! President DJT",397,3711,19376,[],115344000556414178,-0.00203444795147580294,-0.00994577684307888966,0.017470151719000769243234,0.017003601510619335676187,-0.00261958865927313191,-0.0008864193306951619093,0.00048904802886678700,0.00268271723981064399,-0.98964811678626605200,5.0,0.0,0.1,0,1,4,7,3,1,7
313,2025-10-09 11:30:47.512+00,"RT @realDonaldTrumpI am very proud to announce that Israel and Hamas have both signed off on the first Phase of our Peace Plan. This means that ALL of the Hostages will be released very soon, and Israel will withdraw their Troops to an agreed upon line as the first steps toward a Strong, Durable, and Everlasting Peace. All Parties will be treated fairly! This is a GREAT Day for the Arab and Muslim World, Israel, all surrounding Nations, and the United States of America, and we thank the mediators from Qatar, Egypt, and Turkey, who worked with us to make this Historic and Unprecedented Event happen. BLESSED ARE THE PEACEMAKERS!DONALD J. TRUMPPRESIDENT OF THE UNITED STATES OF AMERICA",0,0,0,[],115343979152082042,-0.00272014033110435849,-0.00981319337453545941,0.017421792774198421929552,0.017037076978753935628940,-0.00426509849201546755,0.0004532756472678811195,0.00113824346392572923,0.00262266426098150976,-0.97652011065282066000,5.0,0.6,0.7,0,1,7,9,6,2,5
316,2025-10-08 22:51:35.938+00,"I am very proud to announce that Israel and Hamas have both signed off on the first Phase of our Peace Plan. This means that ALL of the Hostages will be released very soon, and Israel will withdraw their Troops to an agreed upon line as the first steps toward a Strong, Durable, and Everlasting Peace. All Parties will be treated fairly! This is a GREAT Day for the Arab and Muslim World, Israel, all surrounding Nations, and the United States of America, and we thank the mediators from Qatar, Egypt, and Turkey, who worked with us to make this Historic and Unprecedented Event happen. BLESSED ARE THE PEACEMAKERS!DONALD J. TRUMPPRESIDENT OF THE UNITED STATES OF AMERICA",7001,16815,70904,[],115340993884364431,0.01061703145235330512,-0.01270972881820351111,0.017865421157945935903556,0.018105307372057097033497,-0.00000922553172032412,-0.000167646683008833805133,-0.00054621131912426742,0.00054491332698020262,-1.26293013127324673500,5.0,0.6,0.7,0,1,7,10,7,2,4
320,2025-10-08 15:19:03.283+00,"Congressman Jeff Van Drew is a “MAGA” Warrior for the incredible people of New Jersey’s 2nd Congressional District! As the Chairman of the House Judiciary Subcommittee on Oversight, Jeff is doing a tremendous job advancing our America First Agenda. He is working tirelessly to Grow our Economy, Cut Taxes and Regulations, Help Secure our already Secure Border, Stop Migrant Crime, Murderers, and other Criminals from illegally entering our Country, Strengthen our Military/Veterans, Champion American Energy DOMINANCE, and Defend our always under siege Second Amendment. Jeff Van Drew is a very good friend, fighter, and WINNER, and has my Complete and Total Endorsement for Re-Election — HE WILL NEVER LET YOU DOWN!",893,4496,19963,[],115339214405326306,0.00151338363129971250,-0.00871627364003368595,0.018715359255469206509009,0.017843924023673508668625,0.00813615794111589534,0.000168112292927076850,0.00065204838315046178,0.00241982763171679706,-0.86783970543986012100,5.0,0.0,0.1,0,1,7,6,5,0,8
321,2025-10-08 14:57:35.586+00,"Congressman Chris Smith is a fantastic Representative for the wonderful people of New Jersey’s 4th Congressional District! As a Senior Member of the House Committee on Foreign Affairs, Chris is fighting tirelessly to advance our America First Agenda. He is working hard to Grow our Economy, Create GREAT Jobs, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Help Secure our already Secure Border, Strengthen our Military/Veterans, Defend our always under siege Second Amendment, and Ensure PEACE THROUGH STRENGTH. Chris Smith has my Complete and Total Endorsement for Re-Election — HE WILL NOT LET YOU DOWN!",453,3894,17538,[],115339130014906858,-0.00493324895271741462,-0.00688465463157479757,0.019408940808154429411741,0.017790752876235346767934,0.00212969013104478063,-0.0012058591282813331634,0.00169423613467286419,0.00047025734823150086,-0.68610096904118660400,5.0,0.0,0.1,0,1,6,7,5,0,8
322,2025-10-08 14:52:14.057+00,"Florida Attorney General James Uthmeier is doing a GREAT job for the Sunshine State, which I won BIG in 2016, 2020, and 2024. James is an America First Warrior, who is a true champion for “MAGA.” He is THE MAN behind ALLIGATOR ALCATRAZ, and argued strongly at the United States Supreme Court in defense of my Executive Power to fire Deep State bureaucrats. Under James’ fearless leadership, over 1,000 CRIMINAL PEDOPHILES have been arrested, missing children have been SAVED, and our Great Members of Law Enforcement have been empowered to do their jobs and, KEEP FLORIDA SAFE. In his next term, James will continue to work tirelessly to Ensure Law and Order, Uphold our Constitutional Rights, and Protect our always under siege Second Amendment. James Uthmeier is a Strong Conservative Fighter and Prosecutor, and has my Complete and Total Endorsement — HE WILL NOT LET YOU DOWN!",497,4266,18658,[],115339108942948542,-0.00229331106846909098,-0.00932526636564732940,0.019366303046300820511360,0.017863190221032502366532,-0.00341157178186366013,-0.0002143805594535764172,-0.00050382597188969799,-0.00254470934512593933,-0.92819209098647572500,5.0,0.1,0.3,0,1,7,3,1,0,8
323,2025-10-08 12:19:54.696+00,Chicago Mayor should be in jail for failing to protect Ice Officers! Governor Pritzker also!,6722,12613,50926,[],115338509988551290,-0.01242477087052258054,0.00161111404964030383,0.019300950634876533987156,0.017461714875282481445796,-0.00154635135651826229,0.000008660271715167064,-0.00128893751862564749,-0.00197038299334687600,0.16124125911532984700,5.0,-0.3,0.6,0,3,7,4,1,0,5
326,2025-10-08 04:10:40.069+00,"RT @realDonaldTrumpPregnant Women, DON’T USE TYLENOL UNLESS ABSOLUTELY NECESSARY, DON’T GIVE TYLENOL TO YOUR YOUNG CHILD FOR VIRTUALLY ANY REASON, BREAK UP THE MMR SHOT INTO THREE TOTALLY SEPARATE SHOTS (NOT MIXED!), TAKE CHICKEN P SHOT SEPARATELY, TAKE HEPATITAS B SHOT AT 12 YEARS OLD, OR OLDER, AND, IMPORTANTLY, TAKE VACCINE IN 5 SEPARATE MEDICAL VISITS! President DJT",0,0,3,[],115336586203366680,-0.02544506375505867850,0.00718136679553838064,0.018374477005940391933052,0.017701274135196243501032,0.01128040392770932521,0.000476756119199896235,0.00399522657262959690,0.00571878071138933164,0.72072146473196957600,5.0,0.0,0.1,0,4,6,2,1,0,3
328,2025-10-08 04:02:01.136+00,MAKE CHICAGO SAFE AGAIN! https://www.chicagotribune.com/2025/10/06/chicago-when-national-guard-was-activated/,672,4739,18249,[],115336552194960046,-0.02269956123135704202,0.00476678287234624110,0.018292100497367378440712,0.017767346658403743664009,0.00649308544657738190,0.000670190775046770290,-0.00128063241106719368,0.00276811594202898551,0.47781620553359683800,5.0,0.1,0.3,0,3,7,4,2,0,6
329,2025-10-08 04:00:51.903+00,My goal is very simple. STOP CRIME IN AMERICA! https://www.history.com/articles/national-guard-federal-troops-deployments,879,4865,19715,[],115336547657622506,-0.02391243138433027534,0.00617710625657012231,0.018289290544293475976093,0.017745824830226564851732,0.00903273883515980410,0.000410290815425035990,-0.00215166121266010757,0.00406846089885214519,0.61962239210997123200,5.0,0.1,0.3,0,4,7,6,4,1,7
331,2025-10-08 02:02:50.525+00,"Wow! Jack Smith and the Biden DOJ spied on Republican Senators and a least one Republican Congressman. This is really bad “stuff.” They tried to take down the Republican Party, and got caught!!!",1978,6850,24710,[],115336083572186272,-0.02266115446525063362,0.00376983745209564851,0.018258393528100390587851,0.017628642060476170462156,0.00034408406176776920,0.000815840718598958430151,0.00089266849518008263,0.00055759973220765989,0.37769522270088406600,2.0,-0.3,0.7,0,3,7,6,3,1,4
332,2025-10-08 01:37:52.712+00,Congratulations to Matt Van Epps on his great victory in Tennessee. He will be a GREAT Congressman!!! President DJT,468,3716,19681,[],115335985411793079,-0.02285396083901961951,0.00471220957425683720,0.018263941356853383478206,0.017591758713930545805774,-0.00095055543788845886,-0.0004219100589772720634,-0.00023195581184328947,0.00165520909470338835,0.47233294933948817900,5.0,0.0,0.1,0,1,6,4,2,0,8
333,2025-10-08 01:26:45.801+00,"Sanctimonious Richard “Da Nang Dick” Blumenthal, perhaps the biggest “joke” in the United States Senate, is at it again! “Dick” lied until the midpoint of his political career, convincing everyone, in particular the Fake News Media, that he was a great “War Hero” who lived on the precipice of death in the jungles of Vietnam. He would talk about his life in the military in almost every speech, in particular the death defying dangers he faced in his many years “fight for freedom” while in Vietnam. He stated that “the battles were violent and long, but there was no going back” - And then it happened, Blumenthal was found out to be a FRAUD. The soldiers in his so-called “platoon” came forward and said that they had no idea who this guy was. He was revealed, broke down and admitted, tears flowing from his eyes, that he LIED, a Whopper, one that lasted 20 year. This guy shouldn’t even be in the U.S. Senate. It should be investigated, and Justice should be sought. Right now there is a Congressman sitting in prison for lying about his past during a campaign. Well, those lies were nothing compared to those of Richard “Da Nang Dick” Blumenthal, perhaps the greatest phony in the history of the United States Senate. He should be allowed to speak no longer!",1945,7149,23437,[],115335941705023271,-0.02171448842165361334,0.00582479522288639354,0.018244025185890873649800,0.017620821816899517752838,0.00002936782381498760,-0.0006158901893320037214,-0.00114469380711630556,0.00205864489408753349,0.58417923281079482300,5.0,0.0,0.1,0,3,8,4,1,0,5
344,2025-10-07 12:52:46.384+00,"VOTE TODAY! It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District. A West Point Graduate, and Combat Decorated Army Helicopter Pilot, Matt knows the WISDOM and COURAGE required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Matt will work hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Taxes, Promote MADE IN THE U.S.A., Champion School Choice, Unleash American Energy DOMINANCE, and Defend our always under siege Second Amendment. He is strongly supported by my good friend, Congressman Jim Jordan, and many other highly respected MAGA Warriors! Matt Van Epps has my Complete and Total Endorsement to be the next Congressman from Tennessee’s 7th Congressional District — HE WILL NEVER LET YOU DOWN!",951,4369,18241,[],115332976894666371,0.00258045475060087463,-0.01788256747475771166,0.015157204377696931196216,0.019277960813278729086602,-0.01323682125148949973,0.000263844657599976850,-0.00012734271552814670,-0.01005783201349416318,-1.77236232190140133900,5.0,0.0,0.1,0,1,7,6,5,0,8
345,2025-10-07 12:09:57.449+00,Deranged Jack Smith got caught with his hand in the cookie jar. A real sleazebag!!!,3041,8748,37549,[],115332808536869094,-0.000055985507398947063,-0.01408619714072350698,0.015164808519067980789913,0.019273238402559098147731,0.00109355030044109501,0.00044541396066610483673,-0.00033021931671349928,0.00276971351486211837,-1.39874508627070015700,0.0,-0.3,0.6,0,3,7,2,1,0,5
346,2025-10-07 12:06:10.383+00,"Great interview by highly respected Congressman Michael Baumgartner, Republican of the Great State of Washington, on Maria Bartiromo’s (Who is, by the way, also FANTASTIC!) Show. He really gets it. Thank you Michael! President DJT",422,3559,17580,[],115332793655857227,0.00064994882112580771,-0.01369460503221937328,0.015152817989042382906266,0.019255670188658712519349,0.00155748963379965304,0.00031696624882118286306,-0.00050044101967509421,0.00275499691724153503,-1.36012605199685046800,5.0,0.0,0.1,0,1,4,3,1,0,8
347,2025-10-06 22:52:11.36+00,"Democrats have SHUT DOWN the United States Government right in the midst of one of the most successful Economies, including a Record Stock Market, that our Country has ever had. This has sadly affected so many programs, services, and other elements of Society that Americans rely on — And it should not have happened. I am happy to work with the Democrats on their Failed Healthcare Policies, or anything else, but first they must allow our Government to re-open. In fact, they should open our Government tonight!",5301,8223,31261,[],115329671584864920,0.01508719420925878586,-0.02455708178934978194,0.017051063173171126504775,0.018064981645615982523978,-0.00335679126753962009,0.000099069614970057281,0.00016750515234329629,-0.00239242793518782495,-2.42580097700139859600,5.0,-0.3,0.7,0,3,7,6,7,3,6
357,2025-10-06 17:44:54.773+00,"Beginning November 1st, 2025, all Medium and Heavy Duty Trucks coming into the United States from other Countries will be Tariffed at the Rate of 25%. Thank you for your attention to this matter!",1197,6965,33569,[],115328463321928109,0.01646593067398366156,-0.03045421926366439600,0.016530185040869330707905,0.017611667596572229148115,0.00269700377584245925,-0.000459371252902508366,0.00206566735261246917,0.00230448067809242084,-2.99951614135192151600,5.0,-0.3,0.6,0,5,4,8,7,2,5
359,2025-10-05 14:19:53.652+00,"It will be a big day with the Navy. Leaving now. The United States has the greatest military, by far, in the World. This will be a show of Naval aptitude and strength. ENJOY WATCHING! It will be broadcast everywhere. President DJT",1731,7708,37013,[],115321994845181490,0.00662792265557279692,0.01449129626916315913,0.017525249191435681881364,0.015918413186041476989872,-0.00110661228898229588,-0.000123408686318607110278,0.000089776035577934446610,-0.00150549379011207069,1.45968041354770703400,5.0,0.1,0.3,0,1,5,7,3,0,8
363,2025-10-04 22:20:41.112+00,"I hope Univision, a great and very popular Hispanic Network, can get BACK onto the very amazing Google/YouTube. It has been taken out of their package, which is VERY BAD for Republicans in the upcoming Midterms. They were so good to me with their highest rated ever political Special, and I set a Republican Record in Hispanic voting. Google, for the purpose of FAIRNESS, please let Univision back! President DJT",1402,6839,28631,[],115318223084524890,-0.00243761664647785457,0.00700664894596543405,0.008910574284061596621947,0.018444798626466206125057,0.00057456861659855620,0.000212383479056364491695,0.00041400747946779866,0.00027938753407848678,0.70312529409752507200,5.0,0.1,0.3,0,3,6,4,2,0,7
365,2025-10-04 20:02:27.631+00,"After negotiations, Israel has agreed to the initial withdrawal line, which we have shown to, and shared with, Hamas. When Hamas confirms, the Ceasefire will be IMMEDIATELY effective, the Hostages and Prisoner Exchange will begin, and we will create the conditions for the next phase of withdrawal, which will bring us close to the end of this 3,000 YEAR CATASTROPHE. Thank you for your attention to this matter and, STAY TUNED!",2881,9128,39194,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/317/678/866/588/197/original/f5bde6b9f999dfd9.jpg""]",115317679562891817,-0.00235321514403082056,0.00406072028516152107,0.009626575661649975806469,0.018166097874299881538718,-0.00416976426613834106,0.000635723256621695952512,-0.00080384752069579599,-0.00093864152391134996,0.40689761809573029100,5.0,0.3,0.7,0,1,6,10,6,3,7
366,2025-10-04 20:01:42.402+00,"Corrupt Letitia James is costing New York State Hundreds of Billions of Dollars in lost business. No company or individual wants to be there, knowing that she’s the “Attorney General.” She is a Complete and Total Disaster, who tried running against Kathy Hochul for Governor, and only got 1% of the Vote in Polls, and QUIT. She then went back to her WITCH HUNT against President Donald J. Trump, and others. Until this “SCUM” is removed from the Attorney General’s Office, no company will move to New York, and few companies will be using the New York Stock Exchange, or NASDAQ, for going Public. The new Texas Exchange will be taking ALL of this business away, and we’re talking Hundreds of Billions of Dollars!",1451,7510,25931,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/317/674/621/444/526/original/8a0e026214428fe2.jpg""]",115317676598981431,-0.00326452382406145743,0.00424885082682263936,0.009609236498016802868525,0.018166720100674154842116,-0.00400271429515253533,0.000724205820303320831903,-0.00034592999426182474,-0.00077563734732355111,0.42578899909828674500,5.0,-0.3,0.6,1,3,8,3,7,2,6
367,2025-10-04 15:21:52.883+00,"I appreciate that Israel has temporarily stopped the bombing in order to give the Hostage release and Peace Deal a chance to be completed. Hamas must move quickly, or else all bets will be off. I will not tolerate delay, which many think will happen, or any outcome where Gaza poses a threat again. Let’s get this done, FAST. Everyone will be treated fairly!",3438,10034,46646,[],115316576281168745,0.00431834926084683350,0.00918082772033135914,0.017217178891628173417885,0.017591061918212302765085,0.00269994815483455040,0.0003141352724773518736,-0.00070064867459531301,-0.00155914029685308934,0.92231007873596937900,5.0,0.2,0.7,0,4,7,9,7,5,6
369,2025-10-03 23:26:52.888+00,"To ICE, Border Patrol, Law Enforcement, and all U.S. Military: As per my August 25, 2025 Executive Order, please be advised that, from this point forward, anybody burning the American Flag will be subject to one year in prison. You will be immediately arrested. Thank you for your attention to this matter!",3891,13065,52454,[],115312821068691123,0.01484354744208505472,-0.00077056398812672526,0.018859245125672063347752,0.008932739495110425350034,0.00041556556617166505,0.000308824959873007691828,-0.000002861623107721059772,-0.00099674420874935542,-0.07702671799382886900,5.0,-0.3,0.6,0,3,7,6,2,0,4
371,2025-10-03 22:18:06.708+00,"I am proud to announce that on Sunday, October 5th, I will be hosting a Salute to the Fleet in Norfolk, Virginia, to honor our brave men and women of the United States Navy. Our wonderful First Lady, as well as our great Secretary of War, Pete Hegseth, and Secretary of the Navy, John Phelan, will be joining me as we mark 250 years of MARITIME DOMINANCE in the United States of America! Chuck Schumer, Hakeem Jeffries, and the other Minority Radical Left Democrats tried their best, through the ridiculous Government Shutdown, to destroy this wonderful celebration of the U.S. Navy’s Birthday, and to stop our Military Servicemembers from celebrating American Naval History. However, I believe, “THE SHOW MUST GO ON!” The U.S. Navy has been planning this event for many months and, despite the Democrats’ incompetence, I refuse to let them down as their Commander-in-Chief. This will be the largest Celebration in the History of the Navy. Thousands of our brave Active Duty Servicemembers and Military Families will be in attendance, and I look forward to this special day with all of them. See you on Sunday!",1979,9578,42269,[],115312550655380642,0.01824102423556189724,-0.00260381493529558401,0.019031232021861059326403,0.008911166959873587059634,-0.00331121293034281278,-0.000596982483976258386521,-0.00027196791888630280,-0.00187161596040303817,-0.26004279495194240400,5.0,0.0,0.1,0,1,6,7,2,0,8
372,2025-10-03 21:14:00.734+00,"Based on the Statement just issued by Hamas, I believe they are ready for a lasting PEACE. Israel must immediately stop the bombing of Gaza, so that we can get the Hostages out safely and quickly! Right now, it’s far too dangerous to do that. We are already in discussions on details to be worked out. This is not about Gaza alone, this is about long sought PEACE in the Middle East.",4791,11841,59586,[],115312298602997974,0.01408902410630744389,-0.00253154321062082256,0.019044313818635921804274,0.009172952407779674429166,-0.002876596582769072002,0.000232620382039124231522,-0.00110590443701893831,0.000023437791568781220955,-0.25283415573849010500,5.0,0.3,0.7,0,4,7,10,7,4,5
374,2025-10-03 18:06:22.178+00,"It is my Great Honor to endorse America First Patriot Matt Van Epps, who is running to represent the Great People of Tennessee’s 7th Congressional District. A West Point Graduate, and Combat Decorated Army Helicopter Pilot, Matt knows the WISDOM and COURAGE required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Matt will work hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Taxes, Promote MADE IN THE U.S.A., Champion School Choice, Unleash American Energy DOMINANCE, and Defend our always under siege Second Amendment. He is strongly supported by my good friend, Congressman Jim Jordan, and many other highly respected MAGA Warriors! Matt Van Epps has my Complete and Total Endorsement to be the next Congressman from Tennessee’s 7th Congressional District — HE WILL NEVER LET YOU DOWN!",1151,5048,24158,[],115311560762123348,0.01191838651316278467,0.00172434387443040806,0.018902609331888945847786,0.010961183272804584834349,0.01166703748144877947,0.000129580469117672883,0.00447179754763000241,0.00685981590363966765,0.17258314102139149200,5.0,0.1,0.3,0,1,7,6,4,0,8
375,2025-10-03 17:15:24.02+00,"A boat loaded with enough drugs to kill 25 TO 50 THOUSAND PEOPLE was stopped, early this morning off the Coast of Venezuela, from entering American Territory.",4008,9484,40607,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/311/354/139/899/053/original/98631409cb11a171.mp4""]",115311360340851958,0.024085163860983604,-0.00723591016151173324,0.017848869727183596924825,0.012904405670300910190190,-0.00062838347280606194,-0.00056800113548657787,-0.00147030857813954857,-0.00501875870188658083,-0.72097939929604840100,5.0,-0.3,0.6,0,4,7,6,3,1,5
376,2025-10-03 16:42:58.481+00,I am pleased to advise that I reversed the cuts made to Homeland Security and Counterterrorism for New York City and State. It was my Honor to do so. Thank you for your attention to this matter! President DJT,1167,6049,30827,[],115311232842528048,0.032820119700348782,-0.01608582324011030362,0.015436956788392151824713,0.015856011252271382573591,-0.02513227877733149512,0.001165096170732346908565,-0.00629525471942073959,-0.00826933023015257305,-1.59571373157486423600,5.0,0.1,0.2,0,1,4,6,3,0,7
