id,created_at,content,replies_count,reblogs_count,favourites_count,media_links,post_id,actual_return_before_10m,actual_return_after_10m,actual_return_change_10m,actual_volatility_before_10m,actual_volatility_after_10m,actual_volatility_change_10m,actual_return_before_1h,actual_return_after_1h,actual_return_change_1h,actual_volatility_before_1h,actual_volatility_after_1h,actual_volatility_change_1h,actual_return_before_1d,actual_return_after_1d,actual_return_change_1d,actual_volatility_before_1d,actual_volatility_after_1d,actual_volatility_change_1d,llm_sentiment_score,llm_emotiontype,llm_emotionlevel,llm_economyimpact,llm_regulatoryimpact,llm_attentionintensity,gpt4_return_10m,gpt4_volatility_10m,gpt4_return_1h,gpt4_volatility_1h,gpt4_return_1d,gpt4_volatility_1d
627,2025-09-15 05:06:03.466+00,"The Federal Government, under my auspices as President of the United States of America, has stepped into the complete criminal mess that was Washington, D.C., our Nation’s Capital. Because of this, D.C. has gone from one of the most dangerous and murder ridden cities in the U.S.A., and even around the World, to one of the safest - In just a few weeks. The “place” is absolutely booming, with restaurants, stores, and businesses packed and, for the first time in decades, virtually NO CRIME. It has been a beautiful thing to watch but, now, under pressure from the Radical Left Democrats, Mayor Muriel Bowser, who has presided over this violent criminal takeover of our Capital for years, has informed the Federal Government that the Metropolitan Police Department will no longer cooperate with ICE in removing and relocating dangerous illegal aliens. If I allowed this to happen, CRIME would come roaring back. To the people and businesses of Washington, D.C., DON’T WORRY, I AM WITH YOU, AND WON’T ALLOW THIS TO HAPPEN. I’ll call a National Emergency, and Federalize, if necessary!!! Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN!!! President DJT",2663,8490,36209,[],115206570863756188,0.00022193,0.00063941,0.00041748,0.00015122,0.00035385,0.00020263,0.00579889,0.00426943,-0.00152945,0.00049986,0.00033837,-0.00016149,0.00282103,-0.00396475,-0.00678578,0.00025673,0.0003607,0.00010396,5.0,4,7,3,8,9,0.05,0.3,0.1,0.4,0.1,0.6
628,2025-09-15 00:38:56.35+00,"I am aware of the terrible reports regarding the murder of Chandra Nagamallaiah, a well respected person in Dallas, Texas, who was brutally beheaded, in front of his wife and son, by an ILLEGAL ALIEN from Cuba who should have never been in our Country. This individual was previously arrested for terrible crimes, including child sex abuse, grand theft auto, and false imprisonment, but was released back into our Homeland under incompetent Joe Biden because Cuba did not want such an evil person in their Country. Rest assured, the time for being soft on these Illegal Immigrant Criminals is OVER under my watch! Secretary of Homeland Security Kristi Noem, Attorney General Pam Bondi, Border Czar Tom Homan, and many others in my Administration, are doing an incredible job in, MAKING AMERICA SAFE AGAIN. This criminal, who we have in custody, will be prosecuted to the fullest extent of the Law. He will be charged with murder in the first degree!",2679,9513,35161,[],115205520510774944,-0.00091753,0.00013624,0.00105377,0.00042229,0.00029244,-0.00012985,-0.00174227,0.00103793,0.00278021,0.00039605,0.00036885,-0.0000272,-0.00770185,0.00080709,0.00850894,0.00022827,0.00036589,0.00013762,5.0,3,8,2,6,8,-0.2,0.4,-0.1,0.3,-0.3,0.6
629,2025-09-14 23:43:08.856+00,"It was my Great Honor to write the Foreword for George “Tyrus” Murdoch’s (Is he related to Rupert Murdoch?) new Book, “WHAT IT IS, AMERICA.” I have been fortunate in getting to know Tyrus, and he is a very smart and talented guy — And also a very good man. Throughout his career in Professional Wrestling and Television, he has earned the respect and admiration of millions. While Late Night Television Ratings have rapidly declined for others, Tyrus, working with the incredible Greg Gutfeld, and a group of wonderful people, have created something very special — A Late Night Show that is destroying Traditional Late Night Television, and the Radical Left who preside over it, in TV Ratings and beyond. Tyrus, using his iconic Wit, Humor, and Charm, to target the Deranged Trump Haters, and their joyless campaign against the American Way of Life, Liberty, and the Pursuit of Happiness, is a STAR. He became famous for saying, long before the Election, “Why we are talking about the 2024 Presidential Election? It’s OVER. TRUMP is going to win, and everyone knows it. It’s a waste of time to talk about it. They’re not going to beat him, and they never will.” I used to laugh when I heard it, but he was right. In his wonderful new Book, Tyrus tells the true story of the 2024 Presidential Election, with his own unique insights, strongly rooted in Common Sense and Love for our Country. This Book is fantastic — Enjoy! Pre-Order today: https://a.co/d/ef3e2av",1086,5760,25502,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/205/300/616/023/586/original/bc13fa7f6289fd9c.jpg""]",115205301127455058,-0.00095478,0.00011815,0.00107293,0.00020882,0.0004489,0.00024008,-0.00673791,-0.00211389,0.00462402,0.00026012,0.00040045,0.00014033,-0.005359,0.00062026,0.00597927,0.00021577,0.00037119,0.00015542,5.0,1,6,1,0,3,0.0,0.1,0.0,0.1,0.1,0.3
630,2025-09-14 18:24:48.332+00,"When Foreign Companies who are building extremely complex products, machines, and various other “things,” come into the United States with massive Investments, I want them to bring their people of expertise for a period of time to teach and train our people how to make these very unique and complex products, as they phase out of our Country, and back into their land. If we didn’t do this, all of that massive Investment will never come in the first place — Chips, Semiconductors, Computers, Ships, Trains, and so many other products that we have to learn from others how to make, or, in many cases, relearn, because we used to be great at it, but not anymore. For example, Shipbuilding, where we used to build a Ship a day and now, we barely build a Ship a year. I don’t want to frighten off or disincentivize Investment into America by outside Countries or Companies. We welcome them, we welcome their employees, and we are willing to proudly say we will learn from them, and do even better than them at their own “game,” sometime into the not too distant future!",4081,8862,42834,[],115204049358078594,-0.0004845,0.00002702,0.00051152,0.00005432,0.00009362,0.0000393,-0.00079044,0.00005984,0.00085028,0.00016686,0.00012815,-0.00003871,-0.00078334,-0.00410322,-0.00331988,0.00020339,0.00036284,0.00015945,5.0,1,5,7,3,6,0.05,0.2,0.1,0.3,0.2,0.3
631,2025-09-14 18:06:18.868+00,I would rather go to ribbon cuttings than to groundbreakings!,1222,3747,22689,[],115203976647679985,-0.00067714,-0.00025223,0.00042491,0.00011979,0.00016254,0.00004275,0.00071242,-0.00151977,-0.00223219,0.00017806,0.00010605,-0.00007202,0.00041461,-0.00395226,-0.00436687,0.00020405,0.0003617,0.00015766,5.0,1,3,1,0,1,0.0,0.1,0.0,0.1,0.0,0.1
632,2025-09-14 18:03:43.867+00,"Joe Concha has written an incredible book, “THE GREATEST COMEBACK EVER: Inside Trump’s Big Beautiful Campaign.” Joe has been studying our Movement from the very beginning and understands, far better than the many other so-called “experts,” the Iconic Moments that contributed to our truly Historic Election. We broke through the Fake News, which is getting worse by the hour, and exposed the TRUTH of the many challenges our Nation is facing — and WON BIG. BUT REMEMBER, THE BEST IS YET TO COME! https://a.co/d/ef4iVlP",756,4203,20804,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/203/966/096/110/675/original/049cf0e8b5738a10.png""]",115203966487358380,-0.00071321,0.00019469,0.0009079,0.0001345,0.00004334,-0.00009116,0.00057433,-0.00100695,-0.00158128,0.00018277,0.00009742,-0.00008535,-0.00004917,-0.00365539,-0.00360622,0.00020422,0.00036121,0.000157,5.0,1,6,2,0,3,0.05,0.2,0.1,0.3,0.1,0.3
633,2025-09-13 22:57:54.738+00,"The only reason crime is somewhat down in Memphis is because the FBI, and others in the Federal Government, at my direction, have been working there for 5 months - on the absolutely terrible Crime numbers. Likewise, in Chicago and Los Angeles! But the real work by us has barely begun. That happens after we make the official announcement that WE’RE COMING, and when we do that, as we did in now VERY SAFE WASHINGTON, D.C., the no crime “miracle” begins. ONLY I CAN SAVE THEM!!! Thank you for your attention to this matter. President DJT",5828,10226,47574,[],115199460946450022,0.00012031,0.00011719,-0.00000312,0.00003817,0.00007395,0.00003578,0.00028285,0.00039294,0.00011009,0.00009834,0.00012457,0.00002623,-0.00134609,0.00115396,0.00250005,0.00020303,0.0002114,0.00000838,5.0,3,7,2,6,8,0.05,0.3,0.1,0.4,0.1,0.4
635,2025-09-13 19:01:13.205+00,"Congratulations to Cian Curley, who just won this Season’s Met PGA, Head Professional Championship, by two strokes! Cian is a GREAT Player, and a tremendous Head Pro. Congratulations to all of the Members of Trump National Golf Club, Westchester!",689,3340,20629,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/198/529/942/239/053/original/7be4ad08f1e286bc.jpg""]",115198530237918666,0.00020098,-0.00033168,-0.00053266,0.00004541,0.0001777,0.00013229,0.00109812,0.00137337,0.00027525,0.00018823,0.00016733,-0.0000209,-0.00660129,-0.00219137,0.00440992,0.00023421,0.00020168,-0.00003253,5.0,1,3,0,0,1,0.0,0,0.0,0,0.0,0.1
638,2025-09-11 19:01:15.76+00,"I have just spoken with Senator Roger Marshall, and informed him that we will be granting $5.7 Million Dollars to assist with the severe storms, tornadoes, and flooding that ravaged the Great State of Kansas, where I had Big Victories in 2016, 2020, and 2024. THANK YOU to Senators Marshall and Moran, the Republican Members of Congress, and the Republican State Legislature, who I pay very close attention to, for their advocacy for these important recovery funds — It is my Great Honor to do so. I LOVE KANSAS!",444,4503,25775,[],115187205784578767,0.00034168,-0.00034299,-0.00068467,0.0003505,0.0003446,-0.0000059,-0.00241591,0.00077375,0.00318966,0.00032292,0.00027696,-0.00004596,0.00612611,0.01821878,0.01209267,0.00037303,0.00032589,-0.00004714,5.0,1,6,3,3,3,0.0,0.1,0.0,0.1,0.0,0.1
639,2025-09-11 18:01:12.922+00,"I am proud to approve nearly $32 Million Dollars in assistance for the Great State of North Carolina, which I WON BIG all six times, including Primaries, in response to their recent flooding events in July. Senator Tedd Budd, future Senator Michael Whatley, and all of our incredible North Carolina Republicans have asked for this, and I am happy to do it — North Carolinians deserve it. I just notified Governor Stein, and I fully expect he will make sure the funds are used to help the State recover quickly. The last Democrat Governor, Roy Cooper, who now wants to be Senator, did a terrible job with all of the Storms and massive Water Damage to the State. We came in on January 20th, and did a great job of bringing North Carolina BACK. Michael Whatley and Ted Budd were of great help. Thank you for your attention to this matter!",1474,6966,37551,[],115186969669045268,0.00071108,-0.00071379,-0.00142488,0.00026865,0.00024003,-0.00002863,0.0014364,-0.00241591,-0.0038523,0.00030766,0.00032292,0.00001527,0.00701286,0.01073297,0.00372011,0.00037644,0.00032432,-0.00005212,5.0,1,6,4,3,4,0.05,0.2,0.03,0.15,0.1,0.3
640,2025-09-11 17:35:33.709+00,"Senator Roger Marshall is an incredibly strong advocate for the wonderful people of Kansas, a State I love, and WON BIG, in 2016, 2020, and 2024! A distinguished Medical Doctor and U.S. Army Veteran, Roger knows how to Defend our Country, Support our Brave Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In the U.S. Senate, Roger is working hard to Champion our Great Farmers and American Agriculture, Grow our Economy, Cut Taxes and Regulations, Help Secure our now VERY Secure (Record Setting!) Southern Border, Champion American Energy DOMINANCE, and Defend our always under siege Second Amendment. KANSAS, Roger Marshall has my Complete and Total Endorsement for Re-Election – HE WILL NEVER LET YOU DOWN!",465,3979,21332,[],115186868794986559,-0.00014998,0.00008355,0.00023353,0.00029348,0.00017795,-0.00011554,0.00152516,-0.00341483,-0.00494,0.00034863,0.00028158,-0.00006704,0.00888126,0.01102831,0.00214706,0.00037794,0.00032285,-0.00005509,5.0,1,6,5,3,3,0.0,0,0.0,0,0.0,0.1
641,2025-09-11 16:02:45.919+00,"This morning, we recall the light of America's best and bravest and the love they showed in their final moments. In their memory, we make a solemn pledge and a noble promise: we will honor — always — our GREAT HEROES…",1194,6229,30732,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/186/503/540/474/383/original/da4202cd64e3b085.mp4""]",115186503899309206,0.0022615,-0.00039434,-0.00265584,0.00042879,0.00050034,0.00007155,-0.00127051,0.00134032,0.00261083,0.00044332,0.00035576,-0.00008757,0.0040019,0.0072665,0.0032646,0.00037555,0.00032154,-0.00005402,5.0,2,6,1,0,3,0.0,0.1,0.0,0.1,0.0,0.1
642,2025-09-11 14:53:17.637+00,"84 years ago this morning, the banks of the Potomac were filled with the clamor of construction workers who broke ground on the building now known as the Pentagon, on September 11th, 1941...",680,4864,24986,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/186/229/032/841/678/original/4ebe8093d983b966.mp4""]",115186230726893391,-0.00125644,0.00000769,0.00126414,0.00048442,0.00042666,-0.00005777,0.00162888,-0.00339296,-0.00502184,0.0006058,0.00042218,-0.00018361,0.00410445,0.00557549,0.00147104,0.00037416,0.00032181,-0.00005236,5.0,2,2,0,0,1,0.0,0.1,0.0,0.1,0.0,0.1
643,2025-09-11 14:52:40.799+00,"On that fateful day, savage monsters attacked the very symbols of our civilization. Yet here in Virginia, and in New York, and in the skies over Pennsylvania, Americans did not hesitate. They stood on their feet, and they showed the world that we will never yield, we will never bend, we will never give up, and our great American flag will never, ever fail…",653,4914,24759,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/186/224/166/540/005/original/f1af6dace3f36d51.mp4""]",115186228312744900,-0.00087145,0.00069603,0.00156748,0.00048376,0.0003563,-0.00012746,0.00191134,-0.00283598,-0.00474732,0.00060782,0.00041844,-0.00018938,0.00384959,0.00535954,0.00150995,0.00037475,0.00032174,-0.00005301,5.0,4,7,2,0,2,0.0,0.2,0.0,0.3,0.1,0.3
644,2025-09-11 14:46:28.773+00,Charlie Kirk was a GIANT of his generation…,2368,7838,34558,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/186/202/965/274/963/original/0aef00ebd34b84a4.mp4""]",115186203931436783,0.00047843,-0.00124746,-0.00172589,0.00036214,0.00041809,0.00005595,0.0039932,-0.00234638,-0.00633958,0.00060723,0.00040081,-0.00020642,0.00490699,0.00361329,-0.00129371,0.00037345,0.00032155,-0.00005189,5.0,1,3,0,0,1,0.0,0.1,0.0,0.1,0.0,0.1
645,2025-09-11 13:21:00.692+00,RT: https://truthsocial.com/users/realDonaldTrump/statuses/115185770430238129,638,3881,17565,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/185/867/621/027/503/original/6d086862da08b87a.mp4""]",115185867862436836,0.00008258,0.002949,0.00286642,0.00061538,0.00048213,-0.00013324,-0.00509396,0.00345729,0.00855125,0.00093958,0.00070652,-0.00023306,0.00003671,0.01154481,0.0115081,0.00036954,0.00033537,-0.00003417,5.0,1,2,1,0,0,0.0,0.1,0.0,0.1,0.3,0.6
647,2025-09-11 04:42:00.67+00,"Great interview by Congressman Mark Harris of North Carolina, on FoxNews. Thank you Mark!!! President DJT",1041,3361,20611,[],115183827069786801,0.00046289,-0.00101469,-0.00147758,0.00028152,0.00018903,-0.00009249,-0.00008676,0.00079761,0.00088437,0.00031802,0.00027716,-0.00004086,0.02443586,0.01059991,-0.01383596,0.00040536,0.0003865,-0.00001886,5.0,1,4,1,0,2,0.0,0,0.0,0,0.0,0.1
648,2025-09-11 00:44:20.881+00,TO MY GREAT FELLOW AMERICANS…,12780,32055,121104,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/182/883/954/445/284/original/d3ec8f210987addb.mp4""]",115182892535295750,0.00017345,0.00106618,0.00089272,0.00030025,0.00035827,0.00005802,-0.00027265,0.00131738,0.00159003,0.00029347,0.00030814,0.00001467,0.02222805,0.01964637,-0.00258168,0.00041331,0.00037348,-0.00003983,5.0,5,3,1,0,1,0.0,0.1,0.0,0.1,0.0,0.1
649,2025-09-10 21:02:15.776+00,"In honor of Charlie Kirk, a truly Great American Patriot, I am ordering all American Flags throughout the United States lowered to Half Mast until Sunday evening at 6 P.M.",14283,24873,123289,[],115182019266546196,0.00081169,0.00084417,0.00003247,0.00033305,0.00014856,-0.00018449,0.00080967,0.00204984,0.00124017,0.0003367,0.00025519,-0.00008151,0.01984517,0.00644163,-0.01340354,0.00041613,0.00036716,-0.00004897,5.0,2,6,1,0,4,0.0,0.1,0.0,0.1,0.0,0.1
650,2025-09-10 20:40:49.845+00,"The Great, and even Legendary, Charlie Kirk, is dead. No one understood or had the Heart of the Youth in the United States of America better than Charlie. He was loved and admired by ALL, especially me, and now, he is no longer with us. Melania and my Sympathies go out to his beautiful wife Erika, and family. Charlie, we love you!",18803,31858,130650,[],115181934991844419,-0.00012679,-0.00061483,-0.00048804,0.00027657,0.00026963,-0.00000694,0.00403828,0.00029233,-0.00374595,0.00035782,0.00029236,-0.00006546,0.0230712,0.0050803,-0.0179909,0.00041877,0.00036835,-0.00005041,5.0,2,7,0,0,4,0.0,0.1,0.0,0.1,0.0,0.1
651,2025-09-10 19:02:45.617+00,"We must all pray for Charlie Kirk, who has been shot. A great guy from top to bottom. GOD BLESS HIM! ",13304,24880,126729,[],115181549363103818,0.00165912,-0.00144394,-0.00310306,0.00050082,0.00028452,-0.0002163,-0.00228215,0.00031113,0.00259328,0.00040113,0.00036438,-0.00003675,0.02144773,0.00650587,-0.01494185,0.00041242,0.00037295,-0.00003948,5.0,2,8,1,0,7,0.0,0.3,0.0,0.2,-0.3,0.7
652,2025-09-10 15:09:14.616+00,What’s with Russia violating Poland’s airspace with drones? Here we go!,5557,7755,39096,[],115180631135047280,0.00140498,-0.00187085,-0.00327583,0.00042757,0.00057249,0.00014492,-0.0003863,-0.00242499,-0.00203869,0.00052637,0.00037769,-0.00014869,0.02249187,0.00382251,-0.01866936,0.00041697,0.00037349,-0.00004349,2.0,4,6,7,3,6,-0.3,0.7,-0.4,0.6,-0.3,0.7
654,2025-09-10 13:08:06.175+00,"Just out: No Inflation!!! “Too Late” must lower the RATE, BIG, right now. Powell is a total disaster, who doesn’t have a clue!!! President DJT",2569,7493,34088,[],115180154793561569,0.00380622,-0.00078932,-0.00459554,0.00029833,0.00044237,0.00014403,0.01180333,0.00406325,-0.00774008,0.00115274,0.00057874,-0.000574,0.00947213,0.00084564,-0.00862649,0.00043163,0.0003668,-0.00006483,2.0,3,8,7,6,9,0.3,0.6,0.5,0.7,0.4,0.7
655,2025-09-10 12:44:10.101+00,"The ANIMAL who so violently killed the beautiful young lady from Ukraine, who came to America searching for peace and safety, should be given a “Quick” (there is no doubt!) Trial, and only awarded THE DEATH PENALTY. There can be no other option!!! PRESIDENT DONALD J. TRUMP",6459,14138,63697,[],115180060678818221,-0.00064185,-0.00072691,-0.00008505,0.00114172,0.00097184,-0.00016988,0.00917188,0.00638491,-0.00278697,0.00107538,0.0006139,-0.00046148,0.00572942,0.00531499,-0.00041443,0.00042431,0.00037389,-0.00005042,5.0,3,8,2,0,7,0.0,0.3,0.0,0.2,-0.3,0.6
656,2025-09-10 03:38:49.321+00,"Thank you Lenny. Great to be a WINNER, and that is you, a WINNER and a CHAMPION!!! MAKE AMERICA GREAT AGAIN! President DJT https://www.newsmax.com/newsfront/croton-on-hudson-resident-veteran/2025/09/09/id/1225781/",1163,5130,23660,[],115177916289896131,0.00018834,0.00045586,0.00026752,0.00020957,0.00017375,-0.00003582,0.00067619,0.00086328,0.0001871,0.00026446,0.00022182,-0.00004264,-0.0009375,0.02333588,0.02427338,0.00038423,0.00040253,0.0000183,5.0,1,6,2,0,3,0.05,0.2,0.1,0.3,0.1,0.3
658,2025-09-09 22:41:19.933+00,"Congratulations to Missouri’s incredible Republican State Legislators, who just overwhelmingly voted to pass their new, much fairer, and improved, Congressional Map. It was my Great Honor to win Missouri six times, including Primaries, in 2016, 2020, and 2024 (Getting the Highest Number of Votes for any Office in the History of the State!), and this new Map will give the wonderful people of Missouri the opportunity to elect an additional MAGA Republican in the 2026 Midterm Elections. The Missouri Senate must pass this Map now, AS IS, to deliver a gigantic Victory for Republicans in the “Show Me State,” and across the Country. I will be watching closely. THANK YOU MISSOURI — MAKE AMERICA GREAT AGAIN!",1644,6805,30736,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/176/746/340/497/116/original/3b7d39ca475e5600.jpg""]",115176746512388246,0.00044969,0.001009,0.00055931,0.00028796,0.00032973,0.00004177,-0.00008082,0.00005759,0.00013841,0.00027656,0.00029465,0.00001809,-0.00786485,0.02031617,0.02818102,0.00037911,0.00041431,0.0000352,5.0,1,6,2,3,6,0.0,0.1,0.0,0.05,0.0,0.1
659,2025-09-09 21:31:41.946+00,"I am pleased to announce that India, and the United States of America, are continuing negotiations to address the Trade Barriers between our two Nations. I look forward to speaking with my very good friend, Prime Minister Modi, in the upcoming weeks. I feel certain that there will be no difficulty in coming to a successful conclusion for both of our Great Countries!",1508,5429,28227,[],115176472700835865,-0.00134933,0.00084196,0.00219129,0.00024146,0.00032237,0.00008091,0.00193355,0.00031146,-0.00162209,0.00040241,0.00027932,-0.00012309,-0.00641449,0.02094529,0.02735978,0.00037771,0.0004147,0.00003699,5.0,1,5,6,3,6,0.05,0.1,0.1,0.15,0.1,0.3
660,2025-09-09 20:25:26.929+00,"I am pleased to report that Elizabeth Tsurkov, a Princeton Student, whose sister is an American Citizen, was just released by Kata’ib Hezbollah (MILITANT Hezbollah), and is now safely in the American Embassy in Iraq after being tortured for many months. I will always fight for JUSTICE, and never give up. HAMAS, RELEASE THE HOSTAGES, NOW!",1104,6897,32319,[],115176212194047212,-0.00106793,0.00020727,0.0012752,0.00034478,0.00031155,-0.00003323,-0.00152531,0.00263219,0.0041575,0.00024193,0.00040316,0.00016123,-0.00798474,0.02374154,0.03172627,0.00037234,0.00041867,0.00004634,5.0,3,7,4,3,7,0.05,0.3,0.1,0.4,0.1,0.3
661,2025-09-09 20:20:46.607+00,"This morning, the Trump Administration was notified by the United States Military that Israel was attacking Hamas which, very unfortunately, was located in a section of Doha, the Capital of Qatar. This was a decision made by Prime Minister Netanyahu, it was not a decision made by me. Unilaterally bombing inside Qatar, a Sovereign Nation and close Ally of the United States, that is working very hard and bravely taking risks with us to broker Peace, does not advance Israel or America’s goals. However, eliminating Hamas, who have profited off the misery of those living in Gaza, is a worthy goal. I immediately directed Special Envoy Steve Witkoff to inform the Qataris of the impending attack, which he did, however, unfortunately, too late to stop the attack. I view Qatar as a strong Ally and friend of the U.S., and feel very badly about the location of the attack. I want ALL of the Hostages, and bodies of the dead, released, and this War to END, NOW! I also spoke to Prime Minister Netanyahu after the attack. The Prime Minister told me that he wants to make Peace. I believe this unfortunate incident could serve as an opportunity for PEACE. I also spoke to the Emir and Prime Minister of Qatar, and thanked them for their support and friendship to our Country. I assured them that such a thing will not happen again on their soil. I have directed Secretary of State, Marco Rubio, to finalize the Defense Cooperation Agreement with Qatar. Thank you for your attention to this matter!",3298,7831,34910,[],115176193823019593,-0.00057193,0.00000855,0.00058048,0.00031417,0.00029604,-0.00001812,-0.0006665,0.003799,0.0044655,0.00022537,0.00039045,0.00016507,-0.00754684,0.02248813,0.03003497,0.00037214,0.00041847,0.00004633,5.0,4,7,7,6,8,-0.2,0.7,-0.1,0.5,-0.3,0.8
665,2025-09-09 17:53:22.778+00,"RT @WhiteHousePresident Donald J. Trump denounces senseless crime in Democrat-run cities &amp; the horrific murder of a young woman in Charlotte by a deranged criminal monster.""It's time to stop this madness. The people of our country need to insist on protection, safety, LAW &amp; ORDER.""",0,0,1,[],115175614236815526,-0.00019687,0.00029114,0.00048801,0.00023423,0.00022122,-0.00001301,0.00058272,0.00124907,0.00066635,0.00029988,0.00033123,0.00003135,-0.009787,0.02375069,0.03353769,0.0003706,0.00040931,0.00003872,5.0,3,7,4,3,6,-0.1,0.3,-0.15,0.4,-0.3,0.6
666,2025-09-09 17:53:20.211+00,RT @WhiteHouseG20 IS COMING TO MIAMI!,0,0,0,[],115175614068554916,-0.00019687,0.00029114,0.00048801,0.00023423,0.00022122,-0.00001301,0.00058272,0.00124907,0.00066635,0.00029988,0.00033123,0.00003135,-0.009787,0.02375069,0.03353769,0.0003706,0.00040931,0.00003872,5.0,5,4,3,0,3,0.1,0.3,0.15,0.4,0.2,0.6
667,2025-09-09 13:11:13.441+00,"“If the Fed had followed what we published, they would have raised rates in early 2021. The entire Organization is broken. It needs to be fixed. They need to use modern sources of information.We strongly disagree with Ken Griffin. We think Incompetence is more important than to defend theoretical independence. He (“Too Late!”) has done a terrible job since he adapted a two target? It’s too low, it’s too rigid, they followed Data that’s years delayed. They don’t believe that money supply matters, it’s like the Pope not believing in Jesus. We think that’s a much bigger problem than this notion that they are dependent, or they’re not independent.” Jay Hatfield Infrastructure Capital Advisors, CEO &amp; CIO, on Maria B. “Chair Powell was late to raise rates, they need to come down here, there’s no question about it. He’s dragging his feet. The Feds going to come down here 50, 75, Maybe 100.” Greg Faranello, American Securities on Maria B.",2739,6533,24798,[],115174504752942494,-0.00107899,0.00142239,0.00250138,0.00050116,0.00051636,0.0000152,-0.00173427,-0.0011734,0.00056088,0.00038918,0.0007276,0.00033842,0.00177842,0.01002767,0.00824926,0.00034389,0.00043178,0.00008789,2.0,3,7,8,6,7,-0.3,0.6,-0.5,0.7,0.3,0.7
668,2025-09-09 01:43:51.177+00,"America has always been a nation that believes in the power of prayer... Together we will make our Country greater, stronger, more united, and more faithful than ever before!",3872,9702,38531,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/171/801/601/270/847/original/5a2c22658f3e51ae.mp4""]",115171801902619547,0.00075396,0.00023532,-0.00051864,0.00029356,0.00037179,0.00007823,-0.00139314,-0.00048695,0.00090619,0.00038077,0.00034799,-0.00003278,0.00479172,-0.0038016,-0.00859332,0.00033995,0.0003819,0.00004196,5.0,1,5,1,0,2,0.0,0.1,0.0,0.1,0.1,0.3
669,2025-09-08 23:23:02.551+00,Congratulations to Nick Bosa on an unbelievable play in the San Francisco 49ers’ Win over Seattle. He was born to be a STAR! President DJT,1327,3903,23026,[],115171248213293804,-0.00011791,-0.00103261,-0.00091471,0.00027955,0.00012376,-0.0001558,-0.00156668,-0.00425303,-0.00268636,0.00019856,0.00029958,0.00010102,0.00663628,-0.00651427,-0.01315055,0.00034873,0.00038073,0.000032,5.0,1,5,0,0,2,0.0,0,0.0,0,0.0,0.1
670,2025-09-08 20:11:14.248+00,"I have seen the horrific video of a beautiful, young Ukrainian refugee, who came to America to escape the vicious War in Ukraine, and was innocently riding the Metro in Charlotte, North Carolina, where she was brutally ambushed by a mentally deranged lunatic. The perpetrator was a well known career criminal, who had been previously arrested and released on CASHLESS BAIL in January, a total of 14 TIMES. What the hell was he doing riding the train, and walking the streets? Criminals like this need to be LOCKED UP. The blood of this innocent woman can literally be seen dripping from the killer’s knife, and now her blood is on the hands of the Democrats who refuse to put bad people in jail, including Former Disgraced Governor and “Wannabe Senator” Roy Cooper. North Carolina, and every State, needs LAW AND ORDER, and only Republicans will deliver it! Additionally, where is the outrage from the Mainstream Media on this horrible tragedy? VOTE FOR MICHAEL WHATLEY FOR UNITED STATES SENATE, HE WON’T LET THIS HAPPEN AGAIN!",8431,17822,56056,"[""https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/115/170/493/638/932/867/original/0bf9276e23c83b2d.jpg""]",115170494005487289,-0.00044276,-0.00056399,-0.00012123,0.000189,0.00020591,0.0000169,-0.00094941,-0.00125675,-0.00030733,0.0002441,0.00018227,-0.00006183,0.00808041,-0.00766031,-0.01574072,0.000347,0.00037171,0.00002472,5.0,3,9,2,3,8,-0.1,0.3,-0.15,0.4,-0.3,0.6
